Subject,Task,SequenceOrder,ListNo,RunNo,TrialNo,Aud_Probe_Dist,Aud_Standard_Vel,Aud_Probe_Vel,Main_Control,Aud_Std_StartCode,Aud_Probe_StartCode,Aud_Std_StartPt,Aud_Std_EndPt,Aud_Probe_StartPt,Aud_Probe_EndPt,RespIndex,RespMiddle,RespRing,ISI_Cross_Std,ISI_Cross_Probe,ISI_Std_Probe,ISI_Probe_Response,ITI,TrialOnset,StdOnset,StdOnsetByStop,StdOffset,StdDur,ProbeOnset,ProbeOnsetByStop,ProbeOffset,ProbeDur,RespWinStart,RespTime,RT,CorrectKC,CorrectResponse,CorrectFinger,SubjRespKC,SubjResponse,SubjRespFinger
201,Temporal,1243,2,2,1,400,2.5,1.25,2,l,l,-1600,-800,-1600,-1200,S,=,L,0.424566936951556,0.483850678071524,1.6460043717631,1.71435649810848,1.30176830199068,673773.448070682,673773.883846918,673773.883846918,673777.094752927,3.2,673778.775193897,673778.775193897,673781.975076834,3.2,673783.848103532,673784.353537113,0.505433581303805,78,Equals to,Middle,77,L,Ring
201,Temporal,1243,2,2,2,1200,5,5,1,r,r,0,800,0,1200,=,L,S,0.377094938123889,0.316119155579857,1.43897019816799,1.0179617133852,1.09061914487584,673785.798138002,673786.195330758,673786.195330758,673787.795162494,1.6,673789.265236048,673789.265236048,673791.665112311,2.4,673792.831492412,673793.265638368,0.43414595653303,78,Longer,Middle,78,L,Middle
201,Temporal,1243,2,2,3,1600,15,20,2,l,l,-1600,-400,-1600,0,S,=,L,0.378416842893274,0.438480669332712,1.09350603967892,1.61896880403368,1.65413062790993,673794.49820367,673794.895295053,673794.895295053,673795.695080658,0.8,673796.825519688,673796.825519688,673797.625074315,0.8,673799.398178936,673799.889874178,0.491695242119022,78,Equals to,Middle,78,=,Middle
201,Temporal,1243,2,2,4,1600,5,5,2,r,r,0,1600,0,1600,=,L,S,0.227189517508926,0.492521060906849,1.86703160887659,1.24452495788171,1.11301558967189,673801.698222982,673801.945434778,673801.945434778,673805.145320922,3.2,673807.045389898,673807.045389898,673810.245316463,3.2,673811.648263548,673812.40151303,0.753249482135288,66,Equals to,Index,78,L,Middle
201,Temporal,1243,2,2,5,400,5,5,2,r,r,0,800,0,400,=,L,S,0.376958985943271,0.349856739240954,1.87404035219152,1.51608716855595,1.77236469480611,673813.664987269,673814.055437412,673814.055437412,673815.655484727,1.6,673817.555550494,673817.555550494,673818.355375558,0.8,673820.014946479,673820.521696952,0.506750472937711,77,Shorter,Ring,77,S,Ring
201,Temporal,1243,2,2,6,400,2.5,1.25,2,r,r,0,800,0,400,=,L,S,0.291211825222526,0.459791386692211,1.27370177780883,1.99089793918203,1.93387076646227,673822.448367103,673822.755668614,673822.755668614,673825.955486427,3.2,673827.255688022,673827.255688022,673830.4555238,3.2,673832.581744979,673833.153686222,0.571941242320463,66,Equals to,Index,78,L,Middle
201,Temporal,1243,2,2,7,1200,10,5,1,m,m,-800,800,-800,400,S,=,L,0.254538670905099,0.237500749713319,1.99323472615461,1.55184675542809,1.17999995833261,673835.231743407,673835.505891651,673835.505891651,673837.105673663,1.6,673839.125937147,673839.125937147,673841.525774594,2.4,673843.231750786,673844.073860456,0.842109669931233,77,Longer,Ring,77,L,Ring
201,Temporal,1243,2,2,8,800,2.5,3.33333333333333,1,m,m,-800,-400,-800,0,L,S,=,0.49280890212949,0.331131480151644,1.5587880086038,1.61896479965881,1.4114081410085,673845.41511984,673845.925886717,673845.925886717,673847.525722945,1.6,673849.126012536,673849.126012536,673851.52590901,2.4,673853.298474042,673854.169635527,0.871161485556513,66,Longer,Index,77,=,Ring
201,Temporal,1243,2,2,9,800,5,5,1,r,r,0,400,0,800,L,S,=,0.438281521078279,0.247161462078737,1.71376782096646,1.89091261984889,1.92647022947022,673855.731872209,673856.186132406,673856.186132406,673856.985940788,0.8,673858.726347324,673858.726347324,673860.32618676,1.6,673862.365215904,673862.921672058,0.556456153281033,66,Longer,Index,77,=,Ring
201,Temporal,1243,2,2,10,1200,20,7.5,1,r,r,0,1600,0,1200,=,L,S,0.483429445482959,0.360877171515934,1.16083782137448,1.39758144466183,1.48601741748268,673864.981905813,673865.476471234,673865.476471234,673866.275950153,0.8,673867.476446212,673867.476446212,673869.076291422,1.6,673870.631908428,673871.41783607,0.785927641787566,78,Longer,Middle,78,L,Middle
201,Temporal,1243,2,2,11,1600,5,5,2,l,l,-1600,-400,-1600,0,=,L,S,0.230607091953354,0.223958172744803,1.38298886220874,1.18010998468493,1.92437888701958,673873.048653402,673873.296408684,673873.296408684,673875.696221429,2.4,673877.116494986,673877.116494986,673880.316312158,3.2,673881.648617392,673882.177793839,0.52917644707486,78,Longer,Middle,78,L,Middle
201,Temporal,1243,2,2,12,1600,20,20,2,l,l,-1600,0,-1600,0,S,=,L,0.246748335893173,0.456056180747115,1.5637676229155,1.90391675906984,1.92780106428015,673884.248678537,673884.506625325,673884.506625325,673885.306470278,0.8,673886.89647817,673886.89647817,673887.69626185,0.8,673889.748705966,673890.27364462,0.5249386546202,78,Equals to,Middle,78,=,Middle
201,Temporal,1243,2,2,13,1600,10,20,2,l,l,-1600,0,-1600,0,L,S,=,0.443400444182848,0.354461353346342,1.37593044459251,1.37614965776158,1.26609381626212,673892.348745296,673892.806718774,673892.806718774,673894.406555002,1.6,673895.806741231,673895.806741231,673896.60647647,0.8,673898.115258651,673898.641845265,0.526586613734253,78,Shorter,Middle,77,=,Ring
201,Temporal,1243,2,2,14,1600,7.5,20,2,l,l,-1600,-400,-1600,0,=,L,S,0.302644452255344,0.354474734678397,1.53751029863973,1.22106209659998,1.57039181448651,673900.065423046,673900.386838556,673900.386838556,673901.986633079,1.6,673903.546904243,673903.546904243,673904.346780635,0.8,673905.715442663,673906.225797024,0.510354360914789,77,Shorter,Ring,77,S,Ring
201,Temporal,1243,2,2,15,1200,10,5,1,l,l,-1600,0,-1600,-400,=,L,S,0.324700082185799,0.333181189148526,1.48594581856684,1.66642405613446,1.45932807665235,673907.948810932,673908.286899476,673908.286899476,673909.886731533,1.6,673911.396884465,673911.396884465,673913.796707476,2.4,673915.615501932,673916.081642467,0.466140535078011,78,Longer,Middle,78,L,Middle
201,Temporal,1243,2,2,16,800,15,5,1,m,m,-800,400,-800,0,L,S,=,0.330242813097443,0.349216964484298,1.56425481863538,1.3822608946949,1.74569919074921,673917.682177757,673918.027031691,673918.027031691,673918.826887552,0.8,673920.427240341,673920.427240341,673922.027025561,1.6,673923.565523297,673924.385715464,0.820192166720517,66,Longer,Index,77,=,Ring
201,Temporal,1243,2,2,17,1200,5,5,1,m,m,-800,0,-800,400,L,S,=,0.494382259159492,0.370969608425391,1.759772911233,1.72042066243419,1.48026653202797,673926.282221258,673926.786829381,673926.786829381,673928.386851352,1.6,673930.177114025,673930.177114025,673932.576907201,2.4,673934.448950241,673934.961586866,0.512636625091545,66,Longer,Index,66,L,Index
201,Temporal,1243,2,2,18,800,1.25,3.33333333333333,1,l,l,-1600,-1200,-1600,-800,=,L,S,0.406320678892186,0.491733271237311,1.72270969291228,1.61021508530771,1.7899243207628,673936.598912674,673937.017442924,673937.017442924,673940.216960146,3.2,673941.967418046,673941.967418046,673944.367202881,2.4,673946.132298042,673946.585435468,0.453137426055036,77,Shorter,Ring,66,=,Index
201,Temporal,1243,2,2,19,800,5,5,1,m,m,-800,400,-800,0,L,S,=,0.274329848807044,0.466569599995867,1.36140791135212,1.7670539244448,1.5888037232116,673948.51570625,673948.807663857,673948.807663857,673951.207194296,2.4,673952.587571331,673952.587571331,673954.187482305,1.6,673956.099017095,673956.56959331,0.470576214720495,78,Shorter,Middle,78,S,Middle
201,Temporal,1243,2,2,20,1200,5,5,1,r,r,0,1600,0,1200,L,S,=,0.463858717298478,0.393615395135146,1.9749321611928,1.33548060979379,1.52997085076696,673958.299064317,673958.777706418,673958.777706418,673961.977522306,3.2,673963.987496071,673963.987496071,673966.387381959,2.4,673967.865746671,673968.513524204,0.647777532925829,78,Shorter,Middle,77,=,Ring
201,Temporal,1243,2,2,21,1200,10,7.5,1,m,m,-800,0,-800,400,=,L,S,0.336981558447215,0.231241273806467,1.8610058804368,1.89040547358159,1.3886294031777,673970.182271912,673970.537607084,673970.537607084,673971.337469361,0.8,673973.227790131,673973.227790131,673974.82759909,1.6,673976.865838068,673977.265778238,0.39994017011486,78,Longer,Middle,78,L,Middle
