Subject,Task,SequenceOrder,ListNo,RunNo,TrialNo,Aud_Probe_Dist,Aud_Standard_Vel,Aud_Probe_Vel,Main_Control,Aud_Std_StartCode,Aud_Probe_StartCode,Aud_Std_StartPt,Aud_Std_EndPt,Aud_Probe_StartPt,Aud_Probe_EndPt,RespIndex,RespMiddle,RespRing,ISI_Cross_Std,ISI_Cross_Probe,ISI_Std_Probe,ISI_Probe_Response,ITI,TrialOnset,StdOnset,StdOnsetByStop,StdOffset,StdDur,ProbeOnset,ProbeOnsetByStop,ProbeOffset,ProbeDur,RespWinStart,RespTime,RT,CorrectKC,CorrectResponse,CorrectFinger,SubjRespKC,SubjResponse,SubjRespFinger
225,Temporal,3421,4,2,1,1600,7.5,20,2,r,r,0,1200,0,1600,=,L,S,0.465738475123383,0.466090989594056,1.18795987006221,1.65000915028277,1.91143522405736,702673.113558832,702673.590393021,702673.590393021,702675.190781917,1.6,702676.420987666,702676.420987666,702677.220818944,0.8,702679.013605929,702679.585321825,0.571715896017849,77,Shorter,Ring,77,S,Ring
225,Temporal,3421,4,2,2,800,15,5,1,r,r,0,1200,0,800,L,S,=,0.300254951580196,0.264987174201814,1.16725731310753,1.25397216541996,1.1616607596325,702681.647014647,702681.961103976,702681.961103976,702682.76110175,0.8,702683.961353561,702683.961353561,702685.56121602,1.6,702686.963662739,702687.441440774,0.477778034401126,66,Longer,Index,66,L,Index
225,Temporal,3421,4,2,3,400,1.66666666666667,1.25,2,r,r,0,400,0,400,=,L,S,0.451488231343781,0.340364663466476,1.63896285911724,1.13669107397719,1.69913917757494,702688.763706433,702689.231343545,702689.231343545,702691.631264775,2.4,702693.301278416,702693.301278416,702696.501241415,3.2,702697.780393278,702698.505304785,0.724911506753415,78,Longer,Middle,78,L,Middle
225,Temporal,3421,4,2,4,800,3.75,3.33333333333333,1,m,m,-800,400,-800,0,L,S,=,0.420588790966895,0.215414586887132,1.30324579925175,1.05261098118225,1.44840097736693,702700.363817879,702700.801365032,702700.801365032,702704.001183991,3.2,702705.331396285,702705.331396285,702707.731283189,2.4,702708.930501099,702710.065454548,1.13495344831608,78,Shorter,Middle,78,S,Middle
225,Temporal,3421,4,2,5,1200,5,5,1,m,m,-800,800,-800,400,L,S,=,0.331535866833276,0.447892840828631,1.19634579741116,1.51171164956982,1.8149057713004,702711.663884991,702712.01172367,702712.01172367,702715.211604543,3.2,702716.441890173,702716.441890173,702718.841474882,2.4,702720.513879185,702720.889334162,0.375454977620393,78,Shorter,Middle,78,S,Middle
225,Temporal,3421,4,2,6,1200,5,5,1,m,m,-800,0,-800,400,=,L,S,0.432628724492446,0.317110222542665,1.93065505318028,1.30192082029365,1.47734473119816,702722.863939784,702723.311954712,702723.311954712,702724.91181268,1.6,702726.871852966,702726.871852966,702729.271794086,2.4,702730.71398691,702731.313293785,0.599306874908507,78,Longer,Middle,78,L,Middle
225,Temporal,3421,4,2,7,1200,10,5,1,m,m,-800,800,-800,400,L,S,=,0.480950503873305,0.314740855840518,1.19647911843896,1.80610047179436,1.11726063886119,702732.930703526,702733.431893977,702733.431893977,702735.031748096,1.6,702736.261850226,702736.261850226,702738.661755096,2.4,702740.614010842,702741.16145716,0.547446318552829,66,Longer,Index,66,L,Index
225,Temporal,3421,4,2,8,800,3.75,3.33333333333333,1,l,l,-1600,-400,-1600,-800,=,L,S,0.451085663055419,0.208293253602637,1.47341595051012,1.79227929679394,1.34836562434665,702742.430774102,702742.902203417,702742.902203417,702746.102045794,3.2,702747.60227842,702747.60227842,702750.00212747,2.4,702751.930759666,702752.393370495,0.462610829155892,77,Shorter,Ring,77,S,Ring
225,Temporal,3421,4,2,9,1200,6.66666666666667,7.5,1,r,r,0,1600,0,1200,L,S,=,0.228862332910411,0.212432840047645,1.92780500871064,1.94880190579119,1.81273920048611,702753.897482216,702754.142394089,702754.142394089,702756.542206246,2.4,702758.502127515,702758.502127515,702760.102122466,1.6,702762.197492867,702762.801417047,0.603924180264585,78,Shorter,Middle,78,S,Middle
225,Temporal,3421,4,2,10,1600,5,5,2,l,l,-1600,0,-1600,0,S,=,L,0.441463994492739,0.473879017948767,1.54187040396852,1.28047046122069,1.59429098965046,702764.764207205,702765.22257538,702765.22257538,702768.4221948,3.2,702769.992408493,702769.992408493,702773.192322088,3.2,702774.630907492,702775.161357712,0.530450220219791,78,Equals to,Middle,77,L,Ring
