Subject,Task,SequenceOrder,ListNo,RunNo,TrialNo,Aud_Probe_Dist,Aud_Standard_Vel,Aud_Probe_Vel,Main_Control,Aud_Std_StartCode,Aud_Probe_StartCode,Aud_Std_StartPt,Aud_Std_EndPt,Aud_Probe_StartPt,Aud_Probe_EndPt,RespIndex,RespMiddle,RespRing,ISI_Cross_Std,ISI_Cross_Probe,ISI_Std_Probe,ISI_Probe_Response,ITI,TrialOnset,StdOnset,StdOnsetByStop,StdOffset,StdDur,ProbeOnset,ProbeOnsetByStop,ProbeOffset,ProbeDur,RespWinStart,RespTime,RT,CorrectKC,CorrectResponse,CorrectFinger,SubjRespKC,SubjResponse,SubjRespFinger
228,Temporal,2314,2,0,1,400,5,5,2,r,r,0,800,0,400,=,L,S,0.383185645624453,0.389022178661786,1.20158032772459,1.3327649604418,1.86082370999256,788242.128522648,788242.523039645,788242.523039645,788244.123936371,1.6,788245.364263749,788245.364263749,788246.164101764,0.8,788247.645230025,788248.788845452,1.14361542742699,77,Shorter,Ring,77,S,Ring
228,Temporal,2314,2,0,2,800,1.66666666666667,5,1,r,r,0,400,0,800,L,S,=,0.438941575251917,0.497638974265417,1.35776007218967,1.32923932852557,1.30713532881663,788250.811948661,788251.264318478,788251.264318478,788253.66409214,2.4,788255.054366618,788255.054366618,788256.6541184,1.6,788258.128628834,788258.748850726,0.620221892488189,78,Shorter,Middle,77,=,Ring
228,Temporal,2314,2,0,3,800,5,5,1,l,l,-1600,-1200,-1600,-800,=,L,S,0.478878593292458,0.382505969692979,1.52652396724535,1.17989500216538,1.98382937522763,788260.195397708,788260.694656931,788260.694656931,788261.494429181,0.8,788263.054521886,788263.054521886,788264.654330451,1.6,788265.978674997,788266.660814594,0.682139596436173,78,Longer,Middle,78,L,Middle
228,Temporal,2314,2,0,4,800,3.75,3.33333333333333,1,r,r,0,1200,0,800,L,S,=,0.404838995317736,0.439395058109516,1.40910720787997,1.18955543345758,1.97533086818016,788268.795404894,788269.21455693,788269.21455693,788272.41439642,3.2,788273.854827354,788273.854827354,788276.254636303,2.4,788277.578784198,788278.228792571,0.650008372962475,78,Shorter,Middle,77,=,Ring
228,Temporal,2314,2,0,5,1200,5,5,1,r,r,0,800,0,1200,=,L,S,0.225809764169204,0.206577317385499,1.24138127624392,1.03296784443135,1.54921949228995,788280.345512267,788280.58490153,788280.58490153,788282.184809864,1.6,788283.455097598,788283.455097598,788285.854845595,2.4,788287.028807072,788287.685006605,0.656199533841573,78,Longer,Middle,78,L,Middle
228,Temporal,2314,2,0,6,1600,6.66666666666667,5,2,l,l,-1600,0,-1600,0,=,L,S,0.323399859947089,0.419550417534387,1.70267286904537,1.30082090566778,1.03151651198049,788289.395573444,788289.734825532,788289.734825532,788292.134720456,2.4,788293.865100401,788293.865100401,788297.06492738,3.2,788298.512222883,788299.285097841,0.772874958347529,78,Longer,Middle,78,L,Middle
228,Temporal,2314,2,0,7,1200,20,7.5,1,m,m,-800,800,-800,400,L,S,=,0.26302522104122,0.492777306068119,1.4920198804022,1.98541099830277,1.60360070123783,788300.478926827,788300.755285973,788300.755285973,788301.554965511,0.8,788303.06528127,788303.06528127,788304.665139879,1.6,788306.795658147,788307.549189878,0.75353173178155,66,Longer,Index,66,L,Index
228,Temporal,2314,2,0,8,400,2.5,1.25,2,r,r,0,800,0,400,=,L,S,0.466216177627888,0.283779359765654,1.98310985082003,1.85708601442258,1.44385147475878,788309.295683671,788309.775417591,788309.775417591,788312.975265422,3.2,788314.995533747,788314.995533747,788318.195360405,3.2,788320.195675523,788320.965186229,0.769510706071742,66,Equals to,Index,78,L,Middle
228,Temporal,2314,2,0,9,1200,2.5,5,1,m,m,-800,0,-800,400,S,=,L,0.374872424032795,0.284438595506258,1.35698050780974,1.1297154396819,1.68908801525602,788322.562392812,788322.95539851,788322.95539851,788326.155448125,3.2,788327.535589426,788327.535589426,788329.935360521,2.4,788331.212484043,788332.029052164,0.816568121430464,66,Shorter,Index,78,=,Middle
228,Temporal,2314,2,0,10,800,1.25,3.33333333333333,1,m,m,-800,-400,-800,0,S,=,L,0.301655701175571,0.263885485024135,1.22362454152459,1.61078730678422,1.67895353325141,788333.862465057,788334.17581237,788334.17581237,788337.375305073,3.2,788338.635629975,788338.635629975,788341.035423526,2.4,788342.795816162,788343.389007907,0.593191744177602,66,Shorter,Index,78,=,Middle
228,Temporal,2314,2,0,11,800,5,5,1,m,m,-800,400,-800,0,S,=,L,0.37280233978275,0.381323741359532,1.11242624308376,1.88178417896304,1.46967391538441,788345.229200952,788345.61587177,788345.61587177,788348.015753542,2.4,788349.155855589,788349.155855589,788350.75550696,1.6,788352.795953781,788353.316816834,0.520863053388894,66,Shorter,Index,78,=,Middle
228,Temporal,2314,2,0,12,800,3.75,3.33333333333333,1,l,l,-1600,-400,-1600,-800,S,=,L,0.38571297549019,0.488415440883947,1.38899970357907,1.35597594821977,1.23020412288222,788354.929307074,788355.325839992,788355.325839992,788358.525686539,3.2,788359.946179298,788359.946179298,788362.34598953,2.4,788363.845979354,788364.285044588,0.439065233804286,66,Shorter,Index,78,=,Middle
228,Temporal,2314,2,0,13,800,2.5,3.33333333333333,1,m,m,-800,-400,-800,0,=,L,S,0.427662886591033,0.320956427713172,1.45303360210902,1.33931948249242,1.51161930577381,788365.662683908,788366.105907655,788366.105907655,788367.705889774,1.6,788369.196229503,788369.196229503,788371.596013109,2.4,788373.079349131,788373.668987029,0.589637897792272,78,Longer,Middle,78,L,Middle
228,Temporal,2314,2,0,14,400,2.5,5,2,r,r,0,400,0,400,S,=,L,0.451232527039141,0.324159972344908,1.37415509099697,1.30304600924095,1.42600587726243,788375.329454145,788375.796266203,788375.796266203,788377.396142457,1.6,788378.806448143,788378.806448143,788379.605946427,0.8,788381.06273575,788381.533232537,0.470496787806042,66,Shorter,Index,66,S,Index
228,Temporal,2314,2,0,15,1200,3.33333333333333,7.5,1,r,r,0,800,0,1200,L,S,=,0.401243877664991,0.460075902699913,1.57244942725213,1.26230098850593,1.02200182881789,788383.096122272,788383.516497527,788383.516497527,788385.916291078,2.4,788387.516505226,788387.516505226,788389.116322452,1.6,788390.529522648,788391.149074518,0.61955186969135,78,Shorter,Middle,78,S,Middle
228,Temporal,2314,2,0,16,400,3.33333333333333,1.25,2,m,m,-800,0,-800,-400,L,S,=,0.283745283855117,0.299562451256631,1.37861642016936,1.33368546205851,1.19525239338669,788392.312862306,788392.61647937,788392.61647937,788395.016264259,2.4,788396.426601704,788396.426601704,788399.626447289,3.2,788401.112852425,788401.749063097,0.636210672091693,66,Longer,Index,66,L,Index
