Subject,Task,SequenceOrder,ListNo,RunNo,TrialNo,Aud_Probe_Dist,Aud_Standard_Vel,Aud_Probe_Vel,Main_Control,Aud_Std_StartCode,Aud_Probe_StartCode,Aud_Std_StartPt,Aud_Std_EndPt,Aud_Probe_StartPt,Aud_Probe_EndPt,RespIndex,RespMiddle,RespRing,ISI_Cross_Std,ISI_Cross_Probe,ISI_Std_Probe,ISI_Probe_Response,ITI,TrialOnset,StdOnset,StdOnsetByStop,StdOffset,StdDur,ProbeOnset,ProbeOnsetByStop,ProbeOffset,ProbeDur,RespWinStart,RespTime,RT,CorrectKC,CorrectResponse,CorrectFinger,SubjRespKC,SubjResponse,SubjRespFinger
203,Spatial,3421,3,1,1,1200,5,5,1,r,r,0,1600,0,1200,S,=,L,0.290458772425195,0.453295891292427,1.16322880421017,1.39162812853248,1.35463535010916,775591.42128886,775591.722811767,775591.722811767,775594.933300733,3.2,775596.133565494,775596.133565494,775598.533509768,2.4,775600.071323775,775601.477061224,1.40573744871654,66,Shorter,Index,77,L,Ring
203,Spatial,3421,3,1,2,400,1.25,1.25,2,r,r,0,400,0,400,L,S,=,0.236282382871356,0.326224813840056,1.850121195857,1.44434758350899,1.41657470461839,775602.988086061,775603.243599888,775603.243599888,775606.443649641,3.2,775608.323842375,775608.323842375,775611.523698043,3.2,775613.121390458,775613.620894017,0.499503559200093,77,Equals to,Ring,66,L,Index
203,Spatial,3421,3,1,3,800,2.5,3.33333333333333,1,l,l,-1600,-1200,-1600,-800,L,S,=,0.400114881575714,0.223092466501895,1.82099841450784,1.50956475085065,1.70653716169722,775615.188093824,775615.604092626,775615.604092626,775617.203857636,1.6,775619.053926756,775619.053926756,775621.453913375,2.4,775623.104782546,775624.196882512,1.09209996566642,66,Longer,Index,66,L,Index
203,Spatial,3421,3,1,4,800,3.75,3.33333333333333,1,l,l,-1600,-400,-1600,-800,=,L,S,0.277799981231896,0.411390395817804,1.1897178765423,1.92092889815207,1.59829647328625,775626.071513469,775626.364041093,775626.364041093,775629.563947448,3.2,775630.774360775,775630.774360775,775633.173774442,2.4,775635.238177409,775635.892912172,0.654734762618318,77,Shorter,Ring,66,=,Index
203,Spatial,3421,3,1,5,400,2.5,1.25,2,m,m,-800,0,-800,-400,=,L,S,0.391028559583479,0.381930672117143,1.82651311787451,1.0965450013997,1.87738882426154,775637.654886823,775638.064214871,775638.064214871,775641.264107752,3.2,775643.114178797,775643.114178797,775646.314083548,3.2,775647.554906039,775648.108870845,0.553964806138538,77,Shorter,Ring,78,L,Middle
203,Spatial,3421,3,1,6,400,5,5,2,m,m,-800,-400,-800,-400,L,S,=,0.321703168870697,0.438405725595816,1.54259585418653,1.09027266486809,1.07353472412729,775650.138285487,775650.474115586,775650.474115586,775651.274093031,0.8,775652.844344661,775652.844344661,775653.64421175,0.8,775654.871619591,775655.932830188,1.06121059716679,77,Equals to,Ring,66,L,Index
203,Spatial,3421,3,1,7,1200,10,5,1,l,l,-1600,0,-1600,-400,L,S,=,0.431578244741571,0.405530916416203,1.3348186752794,1.52438678851603,1.83205206750466,775657.154985148,775657.604506461,775657.604506461,775659.204221104,1.6,775660.574485503,775660.574485503,775662.974307872,2.4,775664.638329918,775665.828894238,1.19056431937497,78,Shorter,Middle,66,L,Index
203,Spatial,3421,3,1,8,800,3.75,3.33333333333333,1,r,r,0,1200,0,800,S,=,L,0.49066316131178,0.405451517806004,1.88108142042057,1.91156780139845,1.6551610382927,775667.821721108,775668.32474832,775668.32474832,775671.52461297,3.2,775673.43481768,775673.43481768,775675.83461631,2.4,775677.905029178,775678.428878069,0.523848890792578,66,Shorter,Index,66,S,Index
203,Spatial,3421,3,1,9,1600,6.66666666666667,5,2,m,m,-800,800,-800,800,S,=,L,0.278292817409745,0.483645121264024,1.26879323892886,1.43169059238391,1.24304185912074,775680.238458432,775680.53480873,775680.53480873,775682.934699109,2.4,775684.234969355,775684.234969355,775687.434837535,3.2,775689.02181228,775689.572907514,0.551095233648084,78,Equals to,Middle,77,L,Ring
203,Spatial,3421,3,1,10,1200,5,5,1,m,m,-800,800,-800,400,S,=,L,0.339060365202312,0.227731701895795,1.45044900904823,1.59354452577304,1.06692630666061,775690.988488346,775691.344955949,775691.344955949,775694.544686504,3.2,775696.025195742,775696.025195742,775698.424736126,2.4,775700.171848419,775700.620815421,0.448967001982965,66,Shorter,Index,78,=,Middle
203,Spatial,3421,3,1,11,1200,3.33333333333333,7.5,1,l,l,-1600,-800,-1600,-400,S,=,L,0.345417907334778,0.430019170664372,1.64200139264966,1.10234912292543,1.45211063350107,775701.855203197,775702.215093114,775702.215093114,775704.614873779,2.4,775706.295323091,775706.295323091,775707.895115368,1.6,775709.138544374,775709.476857836,0.338313461281359,77,Longer,Ring,66,S,Index
203,Spatial,3421,3,1,12,1200,10,7.5,1,m,m,-800,0,-800,400,L,S,=,0.310005423540839,0.295476189756134,1.02610107425266,1.73213475502723,1.91855667011063,775711.08861317,775711.415178191,775711.415178191,775712.215139595,0.8,775713.275192775,775713.275192775,775714.875159889,1.6,775716.755327909,775717.244872865,0.489544955082238,66,Longer,Index,66,L,Index
203,Spatial,3421,3,1,13,1200,10,5,1,l,l,-1600,0,-1600,-400,S,=,L,0.315928934678237,0.485614609174033,1.98841771815096,1.58505857945732,1.88161435224971,775719.321995234,775719.655461664,775719.655461664,775721.255252017,1.6,775723.275457436,775723.275457436,775725.675292316,2.4,775727.405374201,775729.004853411,1.59947921033017,66,Shorter,Index,77,L,Ring
203,Spatial,3421,3,1,14,800,5,5,1,r,r,0,400,0,800,=,L,S,0.393659006829878,0.338556435946359,1.92360926187481,1.32672290517611,1.14026607919813,775731.055368795,775731.465236433,775731.465236433,775732.265219331,0.8,775734.225371285,775734.225371285,775735.825351232,1.6,775737.305428384,775737.932724644,0.627296259510331,78,Longer,Middle,78,L,Middle
203,Spatial,3421,3,1,15,1200,6.66666666666667,7.5,1,l,l,-1600,0,-1600,-400,S,=,L,0.437989811279178,0.388701726170222,1.59113581157478,1.59580463250577,1.47008104984576,775739.222102028,775739.675558617,775739.675558617,775742.075350189,2.4,775743.695692141,775743.695692141,775745.295498213,1.6,775747.038324914,775747.580902858,0.542577944346704,66,Shorter,Index,66,S,Index
203,Spatial,3421,3,1,16,1200,20,7.5,1,m,m,-800,800,-800,400,=,L,S,0.407976413354436,0.416808650395421,1.931855729466,1.1894797927142,1.55217372346205,775749.205516846,775749.625781719,775749.625781719,775750.425537489,0.8,775752.385765473,775752.385765473,775753.985514122,1.6,775755.322122592,775755.92483741,0.60271481773816,77,Shorter,Ring,78,L,Middle
203,Spatial,3421,3,1,17,800,1.66666666666667,5,1,r,r,0,400,0,800,=,L,S,0.459963185394273,0.396966579008598,1.14019636677006,1.3912932936715,1.12775764198411,775757.638865016,775758.115882896,775758.115882896,775760.515769426,2.4,775761.695858317,775761.695858317,775763.295633913,1.6,775764.822111203,775765.324825989,0.502714785630815,78,Longer,Middle,66,=,Index
203,Spatial,3421,3,1,18,1600,5,5,2,m,m,-800,800,-800,800,=,L,S,0.492727663181356,0.439953475939981,1.82697032076202,1.54350675154646,1.13926487320008,775766.622223099,775767.126032746,775767.126032746,775770.325900926,3.2,775772.18610578,775772.18610578,775775.385917498,3.2,775777.088901251,775777.620860333,0.531959082349204,66,Equals to,Index,78,L,Middle
203,Spatial,3421,3,1,19,800,1.66666666666667,5,1,m,m,-800,-400,-800,0,S,=,L,0.456203519664151,0.201720625424926,1.54463420392527,1.93453341076823,1.89620164063025,775778.905641268,775779.376192746,775779.376192746,775781.776036609,2.4,775783.346078756,775783.346078756,775784.945878091,1.6,775787.022350831,775787.380815536,0.358464705292135,77,Longer,Ring,78,=,Middle
203,Spatial,3421,3,1,20,400,3.33333333333333,1.25,2,r,r,0,800,0,400,S,=,L,0.409419640020024,0.38944125944944,1.06229432431114,1.77766723555334,1.41190779435056,775789.43900418,775789.866276601,775789.866276601,775792.266157034,2.4,775793.366177954,775793.366177954,775796.566101311,3.2,775798.50573852,775799.524955978,1.01921745750587,66,Shorter,Index,77,L,Ring
203,Spatial,3421,3,1,21,400,5,5,2,r,r,0,400,0,400,L,S,=,0.334012476534072,0.38863439648512,1.29798484567803,1.52085915015502,1.30489618299386,775801.089100468,775801.436473659,775801.436473659,775802.236283966,0.8,775803.566427602,775803.566427602,775804.366276084,0.8,775806.039103028,775806.644722537,0.60561950923875,77,Equals to,Ring,77,=,Ring
203,Spatial,3421,3,1,22,800,5,5,1,r,r,0,1200,0,800,L,S,=,0.34056278213489,0.20526800425246,1.30490485909147,1.46782042165709,1.28600466602252,775808.105768691,775808.466602407,775808.466602407,775810.866512675,2.4,775812.206493379,775812.206493379,775813.80654711,1.6,775815.422464278,775816.620819591,1.19835531304125,78,Shorter,Middle,66,L,Index
203,Spatial,3421,3,1,23,1600,6.66666666666667,5,2,m,m,-800,800,-800,800,S,=,L,0.466034906271239,0.49572335112724,1.29006625964365,1.85897154290724,1.46512720485727,775818.072499935,775818.556671376,775818.556671376,775820.956486366,2.4,775822.276774649,775822.276774649,775825.476694477,3.2,775827.47254851,775828.116879021,0.644330511102453,78,Equals to,Middle,77,L,Ring
203,Spatial,3421,3,1,24,400,2.5,1.25,2,m,m,-800,0,-800,-400,=,L,S,0.445885852638816,0.316212807838239,1.92816258911345,1.45163325976112,1.6292679670326,775829.739218251,775830.196818316,775830.196818316,775833.396638375,3.2,775835.347049181,775835.347049181,775838.546853842,3.2,775840.139233457,775840.604886646,0.465653189457953,77,Shorter,Ring,66,=,Index
203,Spatial,3421,3,1,25,800,5,5,1,l,l,-1600,-400,-1600,-800,L,S,=,0.335485247438328,0.454888770671179,1.02003619676513,1.11778626631479,1.66859662091598,775928.106410936,775928.458183604,775928.458183604,775930.858110233,2.4,775931.908155357,775931.908155357,775933.507970091,1.6,775934.773088189,775935.764725848,0.991637658094987,78,Shorter,Middle,78,S,Middle
203,Spatial,3421,3,1,26,400,1.66666666666667,1.25,2,l,l,-1600,-1200,-1600,-1200,S,=,L,0.205587022034256,0.269463444751018,1.7610152723497,1.02499375399852,1.30908524793178,775937.589805431,775937.808391435,775937.808391435,775940.20820418,2.4,775941.998235875,775941.998235875,775945.198017438,3.2,775946.356458976,775946.804701929,0.448242952232249,78,Equals to,Middle,77,L,Ring
203,Spatial,3421,3,1,27,1200,5,5,1,r,r,0,800,0,1200,L,S,=,0.200235548379002,0.358139446610377,1.4437149169637,1.92776318570767,1.38864635986159,775948.273181382,775948.488602035,775948.488602035,775950.088374423,1.6,775951.56859109,775951.56859109,775953.968137569,2.4,775956.056563338,775957.852685545,1.79612220660783,66,Longer,Index,66,L,Index
203,Spatial,3421,3,1,28,1200,2.5,5,1,m,m,-800,0,-800,400,S,=,L,0.316871928584786,0.478710719849475,1.55688126849351,1.86162669885696,1.89519392528418,775959.389901928,775959.718642626,775959.718642626,775962.918539999,3.2,775964.508845915,775964.508845915,775966.908387262,2.4,775968.92324527,NaN,NaN,77,Longer,Ring,999,Missed,Missed
203,Spatial,3421,3,1,29,400,2.5,5,2,m,m,-800,-400,-800,-400,S,=,L,0.216519054220809,0.35176411237652,1.41581704676038,1.23564696750938,1.08395313695433,775973.906665589,775974.138786224,775974.138786224,775975.738659023,1.6,775977.188836445,775977.188836445,775977.988635203,0.8,775979.373347739,775979.876913142,0.503565402817912,78,Equals to,Middle,66,S,Index
203,Spatial,3421,3,1,30,400,3.33333333333333,1.25,2,r,r,0,800,0,400,=,L,S,0.319758069549918,0.222474435567273,1.93552767940156,1.15084603223977,1.09901424494748,775981.140009156,775981.479028987,775981.479028987,775983.878787517,2.4,775985.839071962,775985.839071962,775989.03891576,3.2,775990.340031997,775991.284719342,0.944687344948761,77,Shorter,Ring,78,L,Middle
203,Spatial,3421,3,1,31,800,7.5,3.33333333333333,1,r,r,0,1200,0,800,=,L,S,0.438511559828381,0.485639597919345,1.45426778513917,1.35193027526717,1.652712150198,775992.540085314,775992.99903403,775992.99903403,775994.598917416,1.6,775996.079192468,775996.079192468,775998.479050446,2.4,775999.973450492,776000.868867752,0.895417259889655,77,Shorter,Ring,78,L,Middle
203,Spatial,3421,3,1,32,1600,15,20,2,m,m,-800,400,-800,800,S,=,L,0.326207536902008,0.384456272393958,1.03478344530964,1.44210943522848,1.04780721612112,776002.673446814,776003.018836487,776003.018836487,776003.818867185,0.8,776004.889313381,776004.889313381,776005.689087758,0.8,776007.273437382,776007.892803741,0.619366358616389,77,Longer,Ring,78,=,Middle
203,Spatial,3421,3,1,33,1200,5,5,1,r,r,0,800,0,1200,L,S,=,0.349815759167263,0.470812983507781,1.53905425745227,1.13815613462519,1.9249693558082,776009.106826696,776009.469410706,776009.469410706,776011.069212929,1.6,776012.649207953,776012.649207953,776015.049030001,2.4,776016.323488887,776016.988752687,0.665263800183311,66,Longer,Index,66,L,Index
203,Spatial,3421,3,1,34,800,1.25,3.33333333333333,1,l,l,-1600,-1200,-1600,-800,S,=,L,0.333109206210374,0.362821021400267,1.43623409819768,1.30172416095843,1.60045117569932,776019.090222633,776019.439595382,776019.439595382,776022.639068334,3.2,776024.109662869,776024.109662869,776026.509124657,2.4,776027.956889364,776028.500711699,0.543822334846482,77,Longer,Ring,78,=,Middle
203,Spatial,3421,3,1,35,1200,10,5,1,l,l,-1600,0,-1600,-400,S,=,L,0.458939426860706,0.314335946470985,1.62834683252092,1.99055929004898,1.59095934990711,776030.256923145,776030.729506902,776030.729506902,776032.329348262,1.6,776033.979781428,776033.979781428,776036.379571717,2.4,776038.506992186,776041.004661572,2.49766938562971,66,Shorter,Index,77,L,Ring
203,Spatial,3421,3,1,36,1200,20,7.5,1,r,r,0,1600,0,1200,L,S,=,0.310181547676091,0.416302067984816,1.53327785604586,1.73888166425013,1.68788565915556,776042.757007034,776043.07969324,776043.07969324,776043.879483657,0.8,776045.439732044,776045.439732044,776047.039528171,1.6,776048.923671937,776049.356874415,0.433202478219755,78,Shorter,Middle,66,L,Index
203,Spatial,3421,3,1,37,1200,6.66666666666667,7.5,1,r,r,0,1600,0,1200,S,=,L,0.347797482431166,0.404090972736775,1.61249787472874,1.37334916076174,1.04130053322458,776051.1903805,776051.550021474,776051.550021474,776053.94982235,2.4,776055.599959736,776055.599959736,776057.199665397,1.6,776058.707100681,776059.156762391,0.449661709484644,66,Shorter,Index,78,=,Middle
203,Spatial,3421,3,1,38,800,15,5,1,m,m,-800,400,-800,0,=,L,S,0.316969230396976,0.4235445610177,1.97423039929518,1.51000271300942,1.38943686316385,776060.340447244,776060.670131291,776060.670131291,776061.470057728,0.8,776063.479867563,776063.479867563,776065.079684864,1.6,776066.740417408,776067.300755585,0.560338176437654,77,Shorter,Ring,78,L,Middle
203,Spatial,3421,3,1,39,800,5,5,1,r,r,0,1200,0,800,=,L,S,0.439203080459694,0.413358167529667,1.96139389428288,1.36781598112301,1.40217366640305,776068.840474222,776069.289770652,776069.289770652,776071.689803146,2.4,776073.68021666,776073.68021666,776075.280056737,1.6,776076.790513831,776077.348517847,0.558004016405903,77,Shorter,Ring,66,=,Index
203,Spatial,3421,3,1,40,1600,5,5,2,r,r,0,1200,0,1600,L,S,=,0.478475254082208,0.48799556927477,1.03439708627778,1.92731425468196,1.73550283967667,776078.907204857,776079.400416815,776079.400416815,776081.800167003,2.4,776082.870238183,776082.870238183,776086.070130743,3.2,776088.157199002,776088.572839183,0.415640180930495,66,Longer,Index,66,L,Index
203,Spatial,3421,3,1,41,1200,6.66666666666667,7.5,1,l,l,-1600,0,-1600,-400,=,L,S,0.283435406203098,0.213043544878612,1.1439651816057,1.70281572822339,1.15567449488082,776090.457285619,776090.760489945,776090.760489945,776093.160263552,2.4,776094.330351766,776094.330351766,776095.930153347,1.6,776097.773970223,776098.356691237,0.582721013808623,77,Shorter,Ring,77,S,Ring
203,Spatial,3421,3,1,42,1200,5,5,1,l,l,-1600,-800,-1600,-400,S,=,L,0.466951759834206,0.444241049264268,1.92686314255251,1.81352188892836,1.16875718584128,776099.673959776,776100.160574444,776100.160574444,776101.760384045,1.6,776103.720699608,776103.720699608,776106.12023518,2.4,776108.090643525,776108.668620992,0.577977466164157,77,Longer,Ring,77,L,Ring
203,Spatial,3421,3,1,43,800,1.25,3.33333333333333,1,m,m,-800,-400,-800,0,S,=,L,0.317243353782865,0.45562591824034,1.27587655531761,1.02964428268574,1.83780850443584,776110.007352778,776110.340791299,776110.340791299,776113.540325203,3.2,776114.850685951,776114.850685951,776117.250442235,2.4,776118.440693843,776118.828665506,0.387971662916243,77,Longer,Ring,78,=,Middle
203,Spatial,3421,3,1,44,1600,7.5,20,2,l,l,-1600,-400,-1600,0,L,S,=,0.342914517265018,0.437024055556286,1.34326800275613,1.46911540594648,1.51396177869312,776120.824073869,776121.180814474,776121.180814474,776122.780581729,1.6,776124.150603601,776124.150603601,776124.950541587,0.8,776126.574057268,776127.140443521,0.566386253805831,66,Longer,Index,78,S,Middle
203,Spatial,3421,3,1,45,1600,3.75,5,2,l,l,-1600,-400,-1600,0,=,L,S,0.432691753322322,0.310659698199662,1.23593346288793,1.51701865293505,1.1213061045275,776128.824140596,776129.270909749,776129.270909749,776132.470743282,3.2,776133.74110421,776133.74110421,776136.940924589,3.2,776138.607517146,776139.180560114,0.573042968055233,78,Longer,Middle,78,L,Middle
